code,term
1004004007,Primary tocophobia
1004005008,Secondary tocophobia
1010649005,Acute vestibular syndrome due to anxiety and fear
10211000132109,Perinatal depression
102498003,Agony
102893002,Excitability
102894008,Feeling calm
102897001,Feeling intoxicated
102898006,Emotional relationship
102899003,Abusive emotional relationship
102900008,Abusive emotional relationship with parents
102901007,Abusive emotional relationship with spouse
102902000,Abusive emotional relationship with husband
102903005,Abusive emotional relationship with wife
102904004,Abusive emotional relationship with child
102912007,Fear of death
102913002,Taphophobia
102915009,Nosophobia
102916005,Arachnophobia
102917001,Fear of blood
102918006,Microphobia
102919003,Fear of infection
102920009,Fear of contracting human immunodeficiency virus infection
102921008,Toxicophobia
102922001,Tocophobia
102923006,Teratophobia
102924000,Pyrophobia
102925004,Astrapophobia
102927007,Nyctophobia
102928002,Theophobia
102929005,Androphobia
102930000,Gynephobia
102931001,Fear of heart attack
102932008,Fear of hypertension
1037461000000100,Referral for psychological management of anxiety 
1037481000000109,Referral for psychological management of anxiety declined 
103749000,Sleep disorder assessment
103750000,Sleep apnea assessment
1047641000000102,Able to express emotion
1052282008,Restless leg syndrome due to uremia
1052283003,Restless leg syndrome due to iron deficiency anemia
1052284009,Restless leg syndrome in pregnancy
105485001,Family tension
105491000119107,Primary hyposomnia
105521000119109,Organic mixed sleep disorder
10563004,Sleep disorder function test
10586006,Occupation-related stress disorder
106126000,Emotional state finding
106131003,Mood finding
1069851000000100,Difficulty being hopeful for future
1069861000000102,Difficulty being optimistic
1070421000000105,Difficulty managing own aggression
1071471000000100,Is not hopeful for future
1071481000000103,Is not optimistic
1071571000000104,Does not control anger
1071591000000100,Does not control emotions
1072121000000104,Does not manage own aggression
1073141000000101,Is hopeful for future
1073151000000103,Is optimistic
1073241000000106,Does control anger
1073261000000107,Does control emotions
1073771000000106,Does manage own aggression
10743001000119103,Anxiety disorder in mother complicating childbirth
1074741000000103,Unable to be hopeful for future
1074751000000100,Unable to be optimistic
1075281000000102,Unable to manage own aggression
10811121000119102,Major depressive disorder in mother complicating childbirth
10811161000119107,Major depressive disorder in mother complicating pregnancy
108243003,Sleep disorder test AND/OR procedure
10835871000119104,Depressive disorder in mother complicating childbirth
1084061000000106,Depressive personality disorder
1086471000000103,"Recurrent reactive depressive episodes, severe, with psychosis"
1086661000000108,"Reactive depression, prolonged single episode"
1086671000000101,"Reactive depression, single episode"
1086681000000104,"Reactive depression, recurrent"
1086691000000102,"Reactive depression, first episode"
1089511000000100,Recurrent depression with current severe episode and psychotic features
1089631000000109,Recurrent depression with current severe episode without psychotic features
1089641000000100,Recurrent depression with current moderate episode
109006,Anxiety disorder of childhood OR adolescence
11003002,Nervous diarrhea
110161000000105,FH: Anxiety state
110357006,Unrealistic dental phobia
110358001,Heightened global phobia
111487009,Dream anxiety disorder
111488004,Kleine-Levin syndrome
111490003,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND severe panic attacks"
111491004,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in partial remission"
112080002,Cheerful mood
113025000,Somnocinematography
113026004,Sleep apnea recording
1137673006,Improvement in level of depressed mood
1142084009,Hypernychthemeral syndrome
1144992001,Fear of cancer of urinary system
11458009,"Anticipatory anxiety, mild"
1149081002,Feeling proud
1149155004,Reduced level of agitation
1149159005,Reduced level of fear
1153570009,Treatment resistant depression
1153575004,Persistent depressive disorder
11542009,Loss of affect
1156331007,Excessive euphoria
1157202002,Reduced level of persistent sadness
1163286003,Negative emotion about food and/or nutrition
1163287007,Positive emotion about food and/or nutrition
11806006,Separation anxiety disorder of childhood
1186988005,Fear of having malignant neoplasm of lymphatic system
11941006,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in full remission"
1217332007,Persistent sadness
1230392000,Not feeling lonely
1234776000,Sleep disorder caused by ethanol
1239831000000105,Bereavement due to conflagration in residential building or apartment
1255960000,Anxiety about visiting dentist
1260298008,Depression following menopause
126943008,Separation anxiety
129869000,Death anxiety
130966005,Chronic sorrow following life event
1325321000000108,Anxiety related to clinical environment
133121000119109,Severe seasonal affective disorder
13438001,Overanxious disorder of childhood
134416003,Normal mood symptoms
134417007,Level of mood - normal
13448004,Nervousness
135301000119103,Parasomnia caused by alcohol
135311000119100,Insomnia caused by alcohol
135321000119107,Hypersomnia caused by alcohol
135331000119105,Disorder of sleep-wake cycle caused by alcohol
1362731000000108,Bereavement due to suicide
13740005,"Powerlessness, low"
1380006,Agoraphobia without history of panic disorder with limited symptom attacks
138385000,Maternal: [concern] or [anxiety]
139476005,Anxiousness (& symptom)
139598003,Anxious cognitions
139948007,O/E - anxious
1402001,Fear
14070001,Multi-infarct dementia with depression
14183003,"Chronic major depressive disorder, single episode"
142001000119106,Depressed mood in Alzheimer's disease
14621004,Anticipatory grief
147016002,Postnatal depressive disorder
15193003,"Severe recurrent major depression with psychotic features, mood-incongruent"
154882009,(Anxiety state (& [states] or [panic attack])) or (pseudocyesis)
154884005,Phobic anxiety disorder
154927001,Sleep disorders (& [insomnia] or [nightmares] or [sleepwalking (& somnambulism)])
154964007,Mixed anxiety and depressive disorder
15639000,"Moderate major depression, single episode"
161072009,Maternal: [concern] or [anxiety]
162189001,General nervous symptoms
162190005,No nervous symptoms
162192002,Anxiousness (& symptom)
162204000,Late insomnia
16264621000119109,Recurrent mild major depressive disorder co-occurrent with anxiety
16264821000119108,Recurrent severe major depressive disorder co-occurrent with anxiety
16264901000119109,Recurrent moderate major depressive disorder co-occurrent with anxiety
16265701000119107,Illness anxiety disorder
16265951000119109,Mild major depressive disorder co-occurrent with anxiety single episode
16266831000119100,Moderate major depressive disorder co-occurrent with anxiety single episode
16266991000119108,Severe major depressive disorder co-occurrent with anxiety single episode
162722001,On examination - depressed
162723006,On examination - anxious
16320008,Feeling mixed emotions
16962006,Feeling hatred
17029006,Feeling despair
17402007,Pavor diurnus
17496003,Organic anxiety disorder
